instance_id,num_jobs,num_machines,optimal_makespan,reps,shots,circuit_depth,run_time,transpile_time,objective_value,seed,method,num_qubits,solution_bitstring,timestamp,approximation_ratio
0,10,6,8,1,1024,0,0.0,0.0,0.0,,stub,0,,2025-08-31T20:08:41.333737,0.0
0,10,6,8,2,1024,0,0.0,0.0,0.0,,stub,0,,2025-08-31T20:08:41.333809,0.0
